Graph,QY Rhyme,GY Rhyme,GY Tone,GY fanqie,GY Baxter,Division,Kai/Hekou,QY Division,PingSheng Eq.,SBGY,MCI,MCF,MCT,Middle Chinese,MC/QY
甶,,物,入,分勿,pjut,三,開,幫,文,475.32,,,,,
锧,,,,,,,,,,,,,,,
矊,仙,仙,平,武延,mjien (IV),三,開,明,仙,139.40,,,,,
諞,,獮,上,符蹇,bjenX (III),三,開,並,仙,292.51,b-,-jien,C,bjienH,bjiänᴮ 4
諞,仙,仙,平,房連,bjien (IV),三,開,並,仙,139.31,b-,-jien,B,bjienX,
諞,,獮,上,符善,bjienX (IV),三,開,並,仙,294.51,,,,,
㧹,,德,入,他德,thok,一,開,透,登,529.29,,,,,
𣓨,,,,,,,,,,,,,,,
癋,,,,,,,,,,,,,,,
𨍏,,鐸,入,徒落,dak,一,開,定,唐,504.42,,,,,
愺,,晧,上,采老,tshawX,一,開,清,豪,302.37,,,,,
䘓,,勘,去,苦紺,khomH,一,開,溪,覃,441.34,,,,,
粦,,震,去,良刃,linH,三,開,來,真,392.43,l-,-in,A,lin,
棌,,代,去,倉代,tshojH,一,開,清,咍,391.03,,,,,
廱,鍾,鍾,平,於容,ʔjowng,三,開,影,鍾,36.15,,,,,
濵,真,真,平,必鄰,pjin (IV),三,開,幫,真,103.18,,,,,
椼,,,,,,,,,,,,,,,
貛,寒(+w),桓,平,呼官,xwan,一,合,曉,桓,126.10,,,,,
娱,,,,,,,,,,,,,,,
蕂,,證,去,詩證,syingH,三,開,書（審三）,蒸,433.20,,,,,
罭,,職,入,雨逼,hwik,三,合,云（喻三）,蒸,528.03,,,,,
藘,魚,魚,平,力居,ljo,三,開,來,魚,70.07,l-,-jo,A,ljo,
硌,,鐸,入,盧各,lak,一,開,來,唐,505.25,,,,,lâk
姢,仙,仙,平,於緣,ʔwjien (IV),三,合,影,仙,141.21,,,,,
𥴦,,錫,入,徒歷,dek,四,開,定,青,522.14,,,,,
匾,,銑,上,方典,penX,四,開,幫,先,289.35,,,,,
巗,,,,,,,,,,,,,,,
郲,咍,咍,平,洛哀,loj,一,開,來,咍,100.01,,,,,
郲,,賄,上,落猥,lwojX,一,合,來,灰,272.14,,,,,
禆,,,,,,,,,,,,,,,
烓,,迥,上,口迥,khwengX,四,合,溪,青,320.33,,,,,
烓,齊,齊,平,烏攜,ʔwej,四,合,影,齊,92.48,,,,,
蓯,,董,上,作孔,tsuwngX,一,開,精,東,236.28,,,,,
寗,,徑,去,乃定,nengH,四,開,泥,青,431.45,,,,,
胰,脂,脂,平,以脂,yij,三,開,以（喻四）,脂,51.26,,,,,
彡,鹽,鹽,平,息廉,sjem,三,開,心,鹽,226.11,y-,-juwng,A,yuwng,
彡,銜,銜,平,所銜,sræm,二,開,生（審二）,銜,231.10,,,,,
𣉜,,,,,,,,,,,,,,,
霺,,,,,,,,,,,,,,,
掤,蒸,蒸,平,筆陵,ping,三,開,幫,蒸,199.25,,,,,
攮,,,,,,,,,,,,,,,
篽,,語,上,魚巨,ngjoX,三,開,疑,魚,256.06,,,,,
烋,幽,幽,平,香幽,xjiw,三,開,曉,幽,216.25,,,,,
暳,,霽,去,呼惠,xwejH,四,合,曉,齊,374.11,,,,,
啍,魂,魂,平,徒渾,dwon,一,合,定,魂,119.30,,,,,
喂,,,,,,,,,,,,,,,
癉,寒(-w),寒,平,徒干,dan,一,開,定,寒,122.18,,,,,"tânᴮ,tâᶜ"
癉,,箇,去,丁佐,taH,一,開,端,歌,419.21,,,,,
癉,寒(-w),寒,平,都寒,tan,一,開,端,寒,121.22,,,,,
癉,,哿,上,丁可,taX,一,開,端,歌,304.12,,,,,
𣭷,,沒,入,蒲没,bwot,一,合,並,魂,480.27,,,,,
搋,皆,皆,平,丑皆,trhɛj,二,開,徹,皆,95.45,,,,,
骾,,梗,上,古杏,kængX,二,開,見,庚,315.50,,,,,
譲,,,,,,,,,,,,,,,
囏,山,山,平,古閑,kɛn,二,開,見,山,129.11,k-,-ean,A,kean,
齈,,送,去,奴凍,nuwngH,一,開,泥,東,344.11,,,,,
蚵,歌,歌,平,胡歌,ha,一,開,匣,歌,161.20,,,,,
蚵,,箇,去,口箇,khaH,一,開,溪,歌,419.29,,,,,
窭,,,,,,,,,,,,,,,
蝂,,潸,上,布綰,pænX,二,開,幫,刪,286.39,,,,,
䑦,侯,侯,平,古侯,kuw,一,開,見,侯,215.07,,,,,
烺,,,,,,,,,,,,,,,
瀊,,,,,,,,,,,,,,,
洐,庚,庚,平,戸庚,hæng,二,開,匣,庚,187.27,,,,,
玗,虞,虞,平,羽俱,hju,三,開,云（喻三）,虞,74.01,,,,,
啝,,,,,,,,,,,,,,,
𥥈,,映,去,烏橫,ʔwængH,二,合,影,庚,430.22,,,,,
曵,,,,,,,,,,,,,,,
𠟃,,混,上,兹損,tswonX,一,合,精,魂,282.31,,,,,
紏,,,,,,,,,,,,,,,
樚,,,,,,,,,,,,,,,
橇,宵,宵,平,起嚻,khjew (III),三,開,溪,宵,151.45,,,,,
鼿,,沒,入,五忽,ngwot,一,合,疑,魂,481.40,,,,,
鼿,灰,灰,平,呼恢,xwoj,一,合,曉,灰,96.04,,,,,
掯,,,,,,,,,,,,,,,
𤪌,之,之,平,渠之,gi,三,開,群,之,60.21,,,,,
獿,豪,豪,平,奴刀,naw,一,開,泥,豪,158.51,,,,,
獿,,巧,上,奴巧,nræwX,二,開,娘,肴,299.45,,,,,
响,,,,,,,,,,,,,,,
蠉,仙,仙,平,許緣,xwjien (IV),三,合,曉,仙,140.35,,,,,
蠉,,獮,上,香兖,xwjienX (IV),三,合,曉,仙,294.47,,,,,
蠰,唐,唐,平,奴當,nang,一,開,泥,唐,183.15,,,,,
蠰,,養,上,如兩,nyangX,三,開,日,陽,312.14,,,,,
蠰,陽,陽,平,色莊,srjang,三,開,生（審二）,陽,176.33,,,,,
蠰,,漾,去,式亮,syangH,三,開,書（審三）,陽,425.11,,,,,
觩,幽,幽,平,渠幽,gjiw,三,開,群,幽,216.02,,,,,
貒,寒(+w),桓,平,他端,thwan,一,合,透,桓,124.38,,,,,
貒,,換,去,通貫,thwanH,一,合,透,桓,404.03,,,,,
悾,東,東,平,苦紅,khuwng,一,開,溪,東,27.31,,,,,
悾,,送,去,苦貢,khuwngH,一,開,溪,東,342.32,,,,,
悾,江,江,平,苦江,khæwng,二,開,溪,江,40.11,,,,,
𧕋,,藥,入,以灼,yak,三,開,以（喻四）,陽,501.20,,,,,
敇,,,,,,,,,,,,,,,
羫,江,江,平,苦江,khæwng,二,開,溪,江,40.08,,,,,
痯,,換,去,古玩,kwanH,一,合,見,桓,403.05,,,,,kuânᴮ
痯,,緩,上,古滿,kwanX,一,合,見,桓,285.39,,,,,
窂,豪,豪,平,魯刀,law,一,開,來,豪,155.33,,,,,
柪,,,,,,,,,,,,,,,
冓,侯,侯,平,古侯,kuw,一,開,見,侯,215.08,,,,,kəuᶜ
冓,,候,去,古候,kuwH,一,開,見,侯,439.39,,,,,
磡,,勘,去,苦紺,khomH,一,開,溪,覃,441.39,,,,,kʰậmᶜ
鰵,,軫,上,眉殞,minX (III),三,開,明,真,277.06,,,,,
栒,,,,,,,,,,,,,,,
爗,,,,,,,,,,,,,,,
崨,,葉,入,疾葉,dzjep,三,開,從,鹽,539.26,,,,,
佀,,止,上,詳里,ziX,三,開,邪,之,251.27,,,,,
鼪,庚,庚,平,所庚,sræng,二,開,生（審二）,庚,187.09,,,,,
鼪,,映,去,所敬,srængH,二,開,生（審二）,庚,430.17,,,,,
𪢬,,,,,,,,,,,,,,,
朡,,,,,,,,,,,,,,,
筝,,,,,,,,,,,,,,,
醳,,昔,入,羊益,yiek,三,開,以（喻四）,清,517.14,,,,,
鉻,,陌,入,古伯,kæk,二,開,見,庚,512.22,,,,,
鉻,,鐸,入,盧各,lak,一,開,來,唐,505.30,,,,,
𩐨,江,江,平,薄江,bæwng,二,開,並,江,39.58,,,,,
𩐨,江,江,平,匹江,phæwng,二,開,滂,江,39.43,,,,,
觟,,馬,上,胡瓦,hwæX,二,合,匣,麻,309.19,,,,,
寎,,映,去,陂病,pjængH,三,開,幫,庚,429.30,,,,,
𥾣,支,支,平,章移,tsye,三,開,章（照三）,支,40.37,,,,,
殁,,,,,,,,,,,,,,,
絝,,暮,去,苦故,khuH,一,開,溪,模,369.56,,,,,
籼,,,,,,,,,,,,,,,
瓞,,屑,入,徒結,det,四,開,定,先,493.25,,,,,diet
暏,,姥,上,當古,tuX,一,開,端,模,265.30,,,,,
𨩮,,,,,,,,,,,,,,,
条,,,,,,,,,,,,,,,
躲,,,,,,,,,,,,,,,
媺,,旨,上,無鄙,mijX (III),三,開,明,脂,247.17,,,,,
饈,,,,,,,,,,,,,,,
畟,,職,入,子力,tsik,三,開,精,蒸,527.41,,,,,
畟,,職,入,初力,tsrhik,三,開,初（穿二）,蒸,526.10,,,,,
𧾏,,,,,,,,,,,,,,,
䕩,,晧,上,盧晧,lawX,一,開,來,豪,301.34,,,,,
腱,,願,去,渠建,gjonH,三,開,群,元,398.54,,,,,"kjɐn,gjɐnᶜ"
腱,元,元,平,居言,kjon,三,開,見,元,115.51,,,,,
擰,,,,,,,,,,,,,,,
笨,,混,上,蒲本,bwonX,一,合,並,魂,283.23,,,,,puənᶜ
笨,,混,上,布忖,pwonX,一,合,幫,魂,282.24,,,,,
莝,,過,去,麤卧,tshwaH,一,合,清,戈,420.39,,,,,"tsʰuâᶜ,tsuâᶜ"
妣,,旨,上,卑履,pjijX (IV),三,開,幫,脂,248.07,p-,-jij,B,pjijX,piᴮ/ᶜ 4
妣,,,,,,,,,,,p-,-jij,C,pjijH,
詝,,語,上,丁吕,trjoX,三,開,知,魚,257.27,,,,,
俉,,,,,,,,,,,,,,,
𤭁,東,東,平,徒紅,duwng,一,開,定,東,23.27,,,,,
椄,,葉,入,即葉,tsjep,三,開,精,鹽,538.32,ts-,-jep,D,tsjep,
訌,東,東,平,戸公,huwng,一,開,匣,東,30.36,,,,,Ɣuŋ
𣊟,,闞,去,苦濫,khamH,一,開,溪,談,442.38,,,,,
磜,,,,,,,,,,,,,,,
楱,,候,去,才奏,dzuwH,一,開,從,侯,440.20,,,,,
楱,,候,去,倉奏,tshuwH,一,開,清,侯,439.48,,,,,
𦜩,,,,,,,,,,,,,,,
萟,,,,,,,,,,,,,,,
搯,豪,豪,平,土刀,thaw,一,開,透,豪,156.37,,,,,
荽,脂,脂,平,息遺,swij,三,合,心,脂,56.17,,,,,
䀡,添,添,平,丁兼,tem,四,開,端,添,228.44,,,,,
䀡,,㮇,去,都念,temH,四,開,端,添,444.41,,,,,
䀡,,豔,去,丑豔,trhjemH,三,開,徹,鹽,444.10,,,,,
袘,,,,,,,,,,,,,,,
伻,耕,耕,平,普耕,phɛng,二,開,滂,耕,189.21,,,,,pʰɛŋ
亍,,燭,入,丑玉,trhjowk,三,開,徹,鍾,463.44,,,,,
亍,,遇,去,中句,trjuH,三,開,知,虞,366.31,,,,,
漊,,麌,上,力主,ljuX,三,開,來,虞,264.15,,,,,
漊,,厚,上,郎斗,luwX,一,開,來,侯,327.28,,,,,
竱,,獮,上,旨兖,tsywenX,三,合,章（照三）,仙,294.33,,,,,
竱,寒(+w),桓,平,多官,twan,一,合,端,桓,124.27,,,,,
釳,,迄,入,許迄,xjɨt,三,開,曉,欣,477.03,,,,,
脘,,緩,上,古滿,kwanX,一,合,見,桓,285.35,,,,,
吧,麻,麻,平,普巴,phæ,二,開,滂,麻,167.21,,,,,
吧,麻,麻,平,伯加,pæ,二,開,幫,麻,167.39,,,,,
䰠,真,真,平,失人,syin,三,開,書（審三）,真,103.14,,,,,
瑢,鍾,鍾,平,餘封,yowng,三,開,以（喻四）,鍾,35.23,,,,,
靽,,換,去,博慢?,panH,一,開,幫,桓,404.29,,,,,
匽,,阮,上,於幰,ʔjonX,三,開,影,元,280.22,,,,,Ɂjɐnᴮ/ᶜ
豩,,,,,,,,,,,,,,,
䘿,,物,入,衢物,gjut,三,開,群,文,476.19,,,,,
囈,祭,祭,去,魚祭,ngjiejH (IV),三,開,疑,,378.35,,,,,
湢,,職,入,彼側,pik,三,開,幫,蒸,527.56,,,,,
臞,虞,虞,平,其俱,gju,三,開,群,虞,74.40,,,,,gju[ᶜ]
臞,,遇,去,其遇,gjuH,三,開,群,虞,366.04,,,,,
縀,,,,,,,,,,,,,,,
穅,唐,唐,平,苦岡,khang,一,開,溪,唐,180.35,,,,,
憛,,勘,去,他紺,thomH,一,開,透,覃,442.10,,,,,
䨚,,,,,,,,,,,,,,,
勮,,御,去,其據,gjoH,三,開,群,魚,362.58,,,,,
鼒,咍,咍,平,昨哉,dzoj,一,開,從,咍,99.53,,,,,
鼒,之,之,平,子之,tsi,三,開,精,之,63.21,,,,,
剳,,,,,,,,,,,,,,,
鳠,,,,,,,,,,,,,,,
龿,,,,,,,,,,,,,,,
傱,,腫,上,息拱,sjowngX,三,開,心,冬鍾,239.34,,,,,
䫹,東,東,平,戸公,huwng,一,開,匣,東,30.53,,,,,
豵,鍾,鍾,平,即容,tsjowng,三,開,精,鍾,37.23,ts-,-uwng,A,tsuwng,
豵,東,東,平,子紅,tsuwng,一,開,精,東,31.42,,,,,
膬,祭,祭,去,此芮,tshwjejH,三,合,清,,375.42,,,,,
膬,,薛,入,七絕,tshwjet,三,合,清,仙,500.32,,,,,
歝,,,,,,,,,,,,,,,
瀂,,,,,,,,,,,,,,,
挱,歌,歌,平,素何,sa,一,開,心,歌,159.23,,,,,
趋,,,,,,,,,,,,,,,
鴃,,,,,,,,,,,,,,,
羼,,諫,去,初鴈,tsrhænH,二,開,初（穿二）,刪,405.55,,,,,
羼,,產,上,初限,tsrhɛnX,二,開,初（穿二）,山,287.40,,,,,
濳,,,,,,,,,,,,,,,
戅,,,,,,,,,,,,,,,
搧,,,,,,,,,,,,,,,
砐,,合,入,五合,ngop,一,開,疑,覃,536.41,,,,,
顣,,屋,入,子六,tsjuwk,三,開,精,東,457.25,,,,,
㢮,,,,,,,,,,,,,,,
熣,,,,,,,,,,,,,,,
𨇤,,,,,,,,,,,,,,,
𡾊,,,,,,,,,,,,,,,
簄,,姥,上,侯古,huX,一,開,匣,模,267.38,,,,,
𤐣,,,,,,,,,,,,,,,
匉,耕,耕,平,普耕,phɛng,二,開,滂,耕,189.25,,,,,
,,,,,,,,,,,,,,,
迾,,薛,入,良辥,ljet,三,開,來,仙,496.46,,,,,
騍,,,,,,,,,,,,,,,
䍙,,麌,上,文甫,mjuX,三,開,明,虞,262.08,,,,,
䍙,灰,灰,平,莫杯,mwoj,一,合,明,灰,96.49,,,,,
䍙,,隊,去,莫佩,mwojH,一,合,明,灰,388.01,,,,,
絿,尤,尤,平,巨鳩,gjuw,三,開,群,尤,210.40,,,,,
岪,,,,,,,,,,,,,,,
𩅿,,藥,入,孚縛,phjak,三,開,滂,陽,504.26,,,,,
菷,,,,,,,,,,,,,,,
檃,,,,,,,,,,,,,,,
㳇,,,,,,,,,,,,,,,
㣂,,麥,入,五革,ngɛk,二,開,疑,耕,516.05,,,,,
鱻,仙,仙,平,相然,sjen,三,開,心,仙,137.07,,,,,
刧,,,,,,,,,,,,,,,
涑,,燭,入,相玉,sjowk,三,開,心,鍾,463.38,,,,,
涑,侯,侯,平,速侯,suw,一,開,心,侯,213.45,,,,,
涑,,屋,入,桑谷,suwk,一,開,心,東,450.38,,,,,
瀫,,,,,,,,,,,,,,,
䙱,,燭,入,市玉,dzyowk,三,開,常（禪三）,鍾,462.02,,,,,
套,,,,,,,,,,,,,,,
噡,鹽,鹽,平,職廉,tsyem,三,開,章（照三）,鹽,226.27,tsy-,-jem,A,tsyem,
蜷,仙,仙,平,巨員,gwjen (III),三,合,群,仙,143.19,,,,,
霼,,未,去,許旣,xjɨjH,三,開,曉,微,361.31,,,,,
霼,,尾,上,虚豈,xjɨjX,三,開,曉,微,255.47,,,,,
隉,,屑,入,五結,nget,四,開,疑,先,494.50,,,,,
迃,,,,,,,,,,,,,,,
䎂,,晧,上,博抱,pawX,一,開,幫,豪,303.25,,,,,
矄,,,,,,,,,,,,,,,
烕,,薛,入,許劣,xwjet (III),三,合,曉,仙,500.21,x-,-jwiet,D,xjwiet,
獚,唐,唐,平,胡光,hwang,一,合,匣,唐,181.36,,,,,
𢇲,,,,,,,,,,,,,,,
睂,脂,脂,平,武悲,mij (III),三,開,明,脂,57.07,,,,,
矂,,,,,,,,,,,,,,,
𣀃,鹽,鹽,平,力鹽,ljem,三,開,來,鹽,225.39,,,,,
鵴,,屋,入,渠竹,gjuwk,三,開,群,東,456.11,,,,,
鵴,,屋,入,居六,kjuwk,三,開,見,東,455.10,,,,,
𤲬,,過,去,乃卧,nwaH,一,合,泥,戈,420.48,,,,,
𤲬,仙,仙,平,而緣,nywen,三,合,日,仙,140.43,,,,,
𤲬,,線,去,人絹,nywenH,三,合,日,仙,410.11,,,,,
𤲬,,獮,上,而兖,nywenX,三,合,日,仙,294.09,,,,,
饇,,遇,去,衣遇,ʔjuH,三,開,影,虞,364.10,,,,,"Ɂjuᶜ,kʰju"
竘,,麌,上,驅雨,khjuX,三,開,溪,虞,263.29,,,,,
竘,,厚,上,苦后,khuwX,一,開,溪,侯,327.39,,,,,
蹷,,月,入,其月,gwjot,三,合,群,元,478.43,,,,,
灙,,,,,,,,,,,,,,,
𪤋,,,,,,,,,,,,,,,
姀,,,,,,,,,,,,,,,
𧃲,,,,,,,,,,,,,,,
廜,模,模,平,同都,du,一,開,定,模,82.45,,,,,
礉,肴,肴,平,口交,khæw,二,開,溪,肴,153.54,,,,,
礉,,效,去,苦敎,khæwH,二,開,溪,肴,416.06,,,,,
絫,,紙,上,力委,lwjeX,三,合,來,支,242.31,,,,,
𨧫,,,,,,,,,,,,,,,
糙,,号,去,七到,tshawH,一,開,清,豪,418.15,,,,,
𦶇,,,,,,,,,,,,,,,
䟫,庚,庚,平,直庚,dræng,二,開,澄,庚,186.22,,,,,
䟫,,養,上,昌兩,tsyhangX,三,開,昌（穿三）,陽,311.52,,,,,
痩,,,,,,,,,,,,,,,
“,,,,,,,,,,,,,,,
蘐,,,,,,,,,,,,,,,
閪,,,,,,,,,,,,,,,
獖,,混,上,蒲本,bwonX,一,合,並,魂,283.22,,,,,
𦏪,,,,,,,,,,,,,,,
萘,,,,,,,,,,,,,,,
䕸,,黠,入,胡八,hɛt,二,開,匣,山,487.52,,,,,
䕸,皆,皆,平,古諧,kɛj,二,開,見,皆,94.11,,,,,
䨏,,,,,,,,,,,,,,,
鬳,,願,去,語偃,ngjonH,三,開,疑,元,399.01,ng-,-jon,C,ngjonH,
淍,,,,,,,,,,,,,,,
淟,,銑,上,他典,thenX,四,開,透,先,288.25,,,,,
鰂,,德,入,昨則,dzok,一,開,從,登,530.10,,,,,
榹,支,支,平,息移,sje,三,開,心,支,47.47,,,,,
吴,,,,,,,,,,,,,,,
莙,,軫,上,渠殞,gwinX (III),三,合,群,真,276.24,,,,,
莙,文,文,平,舉云,kjun,三,開,見,文,111.42,,,,,
莙,真,真,平,居筠,kwin (III),三,合,見,真,105.32,,,,,
浿,泰,泰,去,普蓋,phajH,一,開,滂,,381.22,,,,,
浿,,怪,去,普拜,phɛjH,二,開,滂,皆,386.01,,,,,
㹶,青,青,平,特丁,deng,四,開,定,青,194.33,,,,,
䰎,,至,去,丘愧,khwijH (III),三,合,溪,脂,352.24,,,,,
𩬔,,,,,,,,,,,,,,,
韠,,質,入,卑吉,pjit (IV),三,開,幫,真,471.02,p-,-jit,D,pjit,
凗,,,,,,,,,,,,,,,
𤪑,,,,,,,,,,,,,,,
髢,,霽,去,特計,dejH,四,開,定,齊,371.49,,,,,
𩯝,,,,,,,,,,,,,,,
硔,,,,,,,,,,,,,,,
嚫,,震,去,初覲,tsrhinH,三,開,初（穿二）,真,394.13,,,,,
聣,,,,,,,,,,,,,,,
䠥,,,,,,,,,,,,,,,
𤢖,,,,,,,,,,,,,,,
𠊽,,,,,,,,,,,,,,,
䚢,祭,祭,去,丑例,trhjejH,三,開,徹,,379.27,,,,,
䚢,,薛,入,丑列,trhjet,三,開,徹,仙,500.51,,,,,
聧,齊,齊,平,苦圭,khwej,四,合,溪,齊,92.14,,,,,
𣀅,,,,,,,,,,,,,,,
爢,,,,,,,,,,,,,,,
渒,,霽,去,匹詣,phejH,四,開,滂,齊,374.15,,,,,
渒,支,支,平,府移,pjie (IV),三,開,幫,支,47.14,,,,,
雯,文,文,平,無分,mjun,三,開,明,文,109.35,,,,,
蕰,,,,,,,,,,,,,,,
荰,,姥,上,徒古,duX,一,開,定,模,265.07,,,,,
趬,,笑,去,丘召,khjewH (III),三,開,溪,宵,414.45,,,,,
趬,宵,宵,平,去遙,khjiew (IV),三,開,溪,宵,151.08,,,,,
幧,豪,豪,平,七刀,tshaw,一,開,清,豪,158.55,,,,,
幧,宵,宵,平,七遙,tshjew,三,開,清,宵,150.45,,,,,
岰,,,,,,,,,,,,,,,
懐,,,,,,,,,,,,,,,
慫,,腫,上,息拱,sjowngX,三,開,心,冬鍾,239.28,,,,,
瀿,元,元,平,附袁,bjon,三,開,並,元,114.18,,,,,
𩡏,,,,,,,,,,,,,,,
筽,,,,,,,,,,,,,,,
葒,東,東,平,戸公,huwng,一,開,匣,東,30.41,,,,,
䬐,支,支,平,人垂,nywe,三,合,日,支,50.06,,,,,
𣃼,,,,,,,,,,,,,,,
攟,,,,,,,,,,,,,,,
籭,支,支,平,所宜,srje,三,開,生（審二）,支,50.02,,,,,
籭,佳,佳,平,山佳,srɛɨ,二,開,生（審二）,佳,94.01,,,,,
芪,支,支,平,巨支,gjie (IV),三,開,群,支,44.19,,,,,
熢,,,,,,,,,,,,,,,
昻,,,,,,,,,,,,,,,
埀,,,,,,,,,,,,,,,
髄,,,,,,,,,,,,,,,
灋,,乏,入,方乏,pjop,三,開,幫,凡,546.22,p-,-jop,D,pjop,
靣,,,,,,,,,,,,,,,
样,唐,唐,平,則郎,tsang,一,開,精,唐,183.13,,,,,
样,陽,陽,平,與章,yang,三,開,以（喻四）,陽,171.01,,,,,
䱠,,,,,,,,,,,,,,,
状,,,,,,,,,,,,,,,
韄,,暮,去,胡誤,huH,一,開,匣,模,369.06,,,,,Ɣwɛk
𫙺,,,,,,,,,,,,,,,
瓖,陽,陽,平,息良,sjang,三,開,心,陽,175.22,,,,,
蛖,江,江,平,莫江,mæwng,二,開,明,江,39.08,,,,,
㜷,支,支,平,武移,mjie (IV),三,開,明,支,48.49,,,,,
㢝,模,模,平,素姑,su,一,開,心,模,84.43,,,,,
䟆,,質,入,卑吉,pjit (IV),三,開,幫,真,471.04,,,,,
霛,青,青,平,郎丁,leng,四,開,來,青,195.25,,,,,
羭,虞,虞,平,羊朱,yu,三,開,以（喻四）,虞,76.34,,,,,jiu
鉥,,,,,,,,,,,zy-,-wit,D,zywit,
阢,,,,,,,,,,,,,,,
𤜴,,,,,,,,,,,,,,,
爼,,語,上,側吕,tsrjoX,三,開,莊（照二）,魚,258.39,,,,,
𢛼,,,,,,,,,,,,,,,
蜪,豪,豪,平,徒刀,daw,一,開,定,豪,157.45,,,,,
蜪,豪,豪,平,土刀,thaw,一,開,透,豪,156.33,,,,,
𨋮,,,,,,,,,,,,,,,
蹱,鍾,鍾,平,丑凶,trhjowng,三,開,徹,鍾,36.39,,,,,
蹱,,用,去,丑用,trhjowngH,三,開,徹,鍾,345.11,,,,,
蹱,鍾,鍾,平,職容,tsyowng,三,開,章（照三）,鍾,34.06,,,,,
榐,,,,,,,,,,,,,,,
冡,東,東,平,莫紅,muwng,一,開,明,東,29.14,,,,,
睘,清,清,平,渠營,gwjieng,三,合,群,清,193.09,h-,-waen,A,hwaen,
俇,,養,上,求往,gwjangX,三,合,群,陽,313.19,,,,,
謪,,,,,,,,,,,,,,,
梀,,麥,入,山責,srɛk,二,開,生（審二）,耕,515.52,,,,,
梀,,屋,入,桑谷,suwk,一,開,心,東,450.31,,,,,
梀,,燭,入,丑玉,trhjowk,三,開,徹,鍾,463.43,,,,,
梀,,屋,入,千木,tshuwk,一,開,清,東,451.51,,,,,
𪈴,,藥,入,居縛,kwjak,三,合,見,陽,504.06,,,,,
幭,,屑,入,莫結,met,四,開,明,先,495.04,m-,-et,D,met,miet
峧,,,,,,,,,,,,,,,
缻,江,江,平,下江,hæwng,二,開,匣,江,39.37,,,,,
欈,支,支,平,悅吹,ywe,三,合,以（喻四）,支,50.39,,,,,
穪,,,,,,,,,,,,,,,
𢂹,,效,去,莫敎,mæwH,二,開,明,肴,416.12,,,,,
蔱,祭,祭,去,所例,srjejH,三,開,生（審二）,,377.11,,,,,
蔱,,黠,入,所八,srɛt,二,開,生（審二）,山,489.41,,,,,
婞,,迥,上,胡頂,hengX,四,開,匣,青,320.20,,,,,
𤠌,,,,,,,,,,,,,,,
蕻,,送,去,胡貢,huwngH,一,開,匣,東,344.10,,,,,
貗,,麌,上,其矩,gjuX,三,開,群,虞,263.38,,,,,
崫,,,,,,,,,,,,,,,
駚,,蕩,上,烏朗,ʔangX,一,開,影,唐,315.03,,,,,
駚,,養,上,於兩,ʔjangX,三,開,影,陽,311.06,,,,,
帡,,,,,,,,,,,,,,,
臒,,鐸,入,烏郭,ʔwak,一,合,影,唐,509.25,,,,,
臒,,藥,入,憂縛,ʔwjak,三,合,影,陽,503.35,,,,,
劙,,霽,去,郎計,lejH,四,開,來,齊,374.32,,,,,
劙,,薺,上,盧啓,lejX,四,開,來,齊,268.23,,,,,
劙,支,支,平,呂支,lje,三,開,來,支,46.28,,,,,
蒡,庚,庚,平,薄庚,bæng,二,開,並,庚,185.06,b-,-ang,A,bang,
蒡,,蕩,上,北朗,pangX,一,開,幫,唐,314.01,,,,,
𡊢,,,,,,,,,,,,,,,
弲,仙,仙,平,許緣,xwjien (IV),三,合,曉,仙,140.34,,,,,
弲,先,先,平,烏玄,ʔwen,四,合,影,先,135.52,,,,,
𩺃,,,,,,,,,,,,,,,
𩃭,,,,,,,,,,,,,,,
鍚,陽,陽,平,與章,yang,三,開,以（喻四）,陽,171.09,y-,-jang,A,yang,
𠬍,,,,,,,,,,,,,,,
麦,,,,,,,,,,,,,,,
宎,,,,,,,,,,,,,,,
㝅,,候,去,古候,kuwH,一,開,見,侯,439.40,,,,,
㝅,,厚,上,乃后,nuwX,一,開,泥,侯,326.37,,,,,
囫,,,,,,,,,,,,,,,
澬,脂,脂,平,疾資,dzij,三,開,從,脂,53.36,,,,,
澬,脂,脂,平,即夷,tsij,三,開,精,脂,52.38,,,,,
黂,,未,去,扶沸,bjɨjH,三,開,並,微,360.38,,,,,
挟,,,,,,,,,,,,,,,
𠗨,,帖,入,徒協,dep,四,開,定,添,541.62,,,,,
𠗨,,狎,入,丈甲,træp,二,開,知,銜,544.31,,,,,
纎,,,,,,,,,,,,,,,
𪂶,,,,,,,,,,,,,,,
𪙾,,,,,,,,,,,,,,,
笊,,效,去,側敎,tsræwH,二,開,莊（照二）,肴,416.40,,,,,
笊,,巧,上,側絞,tsræwX,二,開,莊（照二）,肴,300.26,,,,,
𥦛,,,,,,,,,,,,,,,
屦,,,,,,,,,,,,,,,
畽,,混,上,他衮,thwonX,一,合,透,魂,283.04,th-,-wan,B,thwanX,
悷,,霽,去,郎計,lejH,四,開,來,齊,374.44,,,,,
秠,脂,脂,平,敷悲,phij (III),三,開,滂,脂,57.48,,,,,
秠,,旨,上,匹鄙,phijX (III),三,開,滂,脂,250.07,,,,,
秠,尤,尤,平,匹尤,phjuw,三,開,滂,尤,208.07,,,,,
秠,,有,上,芳婦,phjuwX,三,開,滂,尤,325.10,,,,,
薳,,紙,上,韋委,hwjeX (III),三,合,云（喻三）,支,243.35,,,,,
𩭤,,,,,,,,,,,,,,,
